dict_code,dict_name,iterm_value,iterm_name,sort
GO_v1tduhwf4w,开始提醒设置,5,任务开始15分钟前,4
GO_v1tduhwf4w,开始提醒设置,6,任务开始30分钟前,5
GO_v1tduhwf4w,开始提醒设置,7,任务开始1小时前,6
GO_v1tduhwf4w,开始提醒设置,8,任务开始2小时前,7
GO_v1tduhwf4w,开始提醒设置,9,任务开始1天前,8
GO_v1tduhwf4w,开始提醒设置,10,任务开始2天前,9
GO_v1tduhwf4w,开始提醒设置,11,指定日期,10
GO_kmbk9hn3fh,结束提醒设置,1,不提醒,0
GO_kmbk9hn3fh,结束提醒设置,2,任务结束时,1
GO_kmbk9hn3fh,结束提醒设置,3,任务结束5分钟前,2
GO_kmbk9hn3fh,结束提醒设置,4,任务结束10分钟前,3
GO_kmbk9hn3fh,结束提醒设置,5,任务结束15分钟前,4
GO_kmbk9hn3fh,结束提醒设置,6,任务结束30分钟前,5
GO_kmbk9hn3fh,结束提醒设置,7,任务结束1小时前,6
GO_kmbk9hn3fh,结束提醒设置,8,任务结束2小时前,7
GO_kmbk9hn3fh,结束提醒设置,9,任务结束1天前,8
GO_kmbk9hn3fh,结束提醒设置,10,任务结束2天前,9
GO_kmbk9hn3fh,结束提醒设置,11,指定日期,10
GO_mcshar1gwf,关联对象,0,项目,0
GO_mcshar1gwf,关联对象,1,线索,1
GO_xdjl9bgern,开始提醒设置(日程),1,不提醒,0
GO_xdjl9bgern,开始提醒设置(日程),2,日程发生时,1
GO_xdjl9bgern,开始提醒设置(日程),3,5分钟前,2
GO_xdjl9bgern,开始提醒设置(日程),4,10分钟前,3
GO_xdjl9bgern,开始提醒设置(日程),5,15分钟前,4
GO_xdjl9bgern,开始提醒设置(日程),6,30分钟前,5
GO_xdjl9bgern,开始提醒设置(日程),7,1小时前,6
GO_xdjl9bgern,开始提醒设置(日程),8,2小时前,7
GO_xdjl9bgern,开始提醒设置(日程),9,1天前,8
GO_xdjl9bgern,开始提醒设置(日程),10,2天前,9
GO_xdjl9bgern,开始提醒设置(日程),11,指定日期,10
GO_xck9b0eghx,完成状态,1,未完成,0
GO_xck9b0eghx,完成状态,2,已完成,1
GO_zw0e5his94,逾期状态,0,未逾期,0
GO_zw0e5his94,逾期状态,1,已逾期,1
GO_xck9b0eghx,完成状态,0,草稿,2
GO_vftrb9ybxg,标签,GOI_qpralrto7e,生产制造,0
GO_vftrb9ybxg,标签,GOI_c4vyhzsg6c,汽车制造,1
GO_k4rc1oei5a,项目阶段,1,接收项目,0
GO_k4rc1oei5a,项目阶段,2,项目研判,1
GO_k4rc1oei5a,项目阶段,3,项目在谈,2
GO_bd8p5ufzut,任务事项,0,普通任务,0
GO_bd8p5ufzut,任务事项,1,线索项目研判,1
GO_investment_area,投资区域,1,长三角地区,0
GO_investment_area,投资区域,2,珠三角地区,1
GO_investment_area,投资区域,3,环渤海地区,2
GO_investment_area,投资区域,4,中部地区,3
GO_investment_area,投资区域,5,西部地区,4
GO_investment_area,投资区域,6,东北地区,5
GO_investment_area,投资区域,7,京津冀地区,6
GO_investment_area,投资区域,8,港澳台地区,7
GO_investment_area,投资区域,9,国外,8
GO_investment_area,投资区域,10,其他地区,9
GO_project_labels,项目标签,1,总部项目,0
GO_project_labels,项目标签,2,制造基地,1
GO_project_labels,项目标签,3,研发中心,2
GO_project_labels,项目标签,4,销售中心,3
GO_project_labels,项目标签,5,供应链中心,4
GO_project_labels,项目标签,6,技改增资扩产,5
GO_project_labels,项目标签,7,临规项目,6
GO_project_labels,项目标签,8,腰部项目,7
GO_project_labels,项目标签,9,元宇宙项目,8
GO_project_labels,项目标签,10,光学项目,9
GO_project_labels,项目标签,11,创业团队项目,10
GO_project_labels,项目标签,12,其他,11
GO_investment_types,投资类型,1,新设,0
GO_investment_types,投资类型,2,增资,1
GO_investment_types,投资类型,3,并购,2
C_GO_pam3agrdw7,行业,1,工业,0
C_GO_pam3agrdw7,行业,2,农业,1
C_GO_pam3agrdw7,行业,3,生产性服务业,2
C_GO_pam3agrdw7,行业,4,生活性服务业,3
GO_industry_sector,行业领域,1,研发设计,0
GO_industry_sector,行业领域,2,工程服务,1
GO_industry_sector,行业领域,3,软件信息,2
GO_industry_sector,行业领域,4,现代物流,3
GO_industry_sector,行业领域,5,科创金融,4
GO_industry_sector,行业领域,6,检测认证,5
GO_industry_sector,行业领域,7,法律服务,6
GO_industry_sector,行业领域,8,会计审计,7
GO_industry_sector,行业领域,9,高端猎头,8
GO_industry_sector,行业领域,10,知识产权,9
GO_industry_sector,行业领域,11,贸易会展,10
GO_industry_sector,行业领域,12,创意文化（文旅）,11
GO_industry_sector,行业领域,13,商贸综合体,12
GO_promotion_types,推进形式,GOI_yltujurz7o,外出赴企业考察,0
GO_promotion_types,推进形式,GOI_pw5w4ngkub,来肥交流,1
GO_promotion_types,推进形式,GOI_z2y6li4q1f,电话沟通,2
GO_promotion_types,推进形式,GOI_qj8ejndsx8,线上会议,3
GO_k4rc1oei5a,项目阶段,99,项目成功签约,3
GO_k4rc1oei5a,项目阶段,98,项目终止,4
GO_belong_column,所属栏目,GOI_news,公司新闻,0
GO_belong_column,所属栏目,GOI_other,其他,1
GO_leads_public_pool,线索公海池,GOI_1,投促公司,0
GO_leads_public_pool,线索公海池,GOI_2,并购公海池,1
GO_leads_public_pool,线索公海池,GOI_3,投促局,2
GO_m4cebcs7jk,线索阶段,1,线索录入,0
GO_m4cebcs7jk,线索阶段,2,线索研判,1
GO_m4cebcs7jk,线索阶段,3,线索审核,2
GO_m4cebcs7jk,线索阶段,4,审核完成,3
GO_ei0goe8t06,研判意见,1,重点推进,0
GO_ei0goe8t06,研判意见,2,进一步推进,1
GO_ei0goe8t06,研判意见,3,保持推进,2
GO_ei0goe8t06,研判意见,4,不推进,3
GO_bd8p5ufzut,任务事项,2,投融资研判,2
GO_ztij5qyhuv,要素,1,资本,0
GO_ztij5qyhuv,要素,2,场景,1
GO_ztij5qyhuv,要素,3,场地,2
GO_ztij5qyhuv,要素,4,政策,3
GO_eejf545u6n,进度,1,对接,0
GO_eejf545u6n,进度,2,立项,1
GO_eejf545u6n,进度,3,尽调,2
GO_eejf545u6n,进度,4,投决,3
GO_eejf545u6n,进度,5,交割,4
GO_schedule_type,日程类型分类,GOI_1,日程,0
GO_schedule_type,日程类型分类,GOI_2,活动,1
GO_belong_industry,所属行业,1,新能源汽车,0
GO_belong_industry,所属行业,2,新一代信息技术,1
GO_belong_industry,所属行业,3,先进光伏及新型储能,2
GO_belong_industry,所属行业,4,生物医药,3
GO_belong_industry,所属行业,5,智能家电（居）,4
GO_belong_industry,所属行业,6,高端装备及新材料,5
GO_belong_industry,所属行业,7,量子信息,6
GO_belong_industry,所属行业,8,空天技术,7
GO_belong_industry,所属行业,9,聚变能源,8
GO_belong_industry,所属行业,10,下一代人工智能,9
GO_belong_industry,所属行业,11,合成生物,10
GO_belong_industry,所属行业,12,低空经济,11
GO_belong_industry,所属行业,13,生物制造,12
GO_belong_industry,所属行业,14,新型显示,13
GO_n8ji8cznv5,重要性,1,C,2
GO_n8ji8cznv5,重要性,2,B,1
GO_n8ji8cznv5,重要性,3,A,0
GO_n8ji8cznv5,重要性,4,D,3
C_GO_b00oy194er,客户来源,1,线索流转,0
C_GO_b00oy194er,客户来源,2,市局系统,1
C_GO_b00oy194er,客户来源,3,手动创建,2
GO__reason_termination,终止原因,GOI_1,经研判不符合规划,0
GO__reason_termination,终止原因,GOI_2,重复项目,1
GO__reason_termination,终止原因,GOI_3,已有在谈或签约项目,2
GO_m4cebcs7jk,线索阶段,99,转化,4
GO_m4cebcs7jk,线索阶段,98,终止,5
GO_visit_object,拜访对象,1,项目,0
GO_visit_object,拜访对象,2,线索,1
GO_visit_object,拜访对象,3,合作伙伴,2
GO_r_rounds,轮次字典值,25,已上市,21
GO_r_rounds,轮次字典值,1,种子轮,0
GO_r_rounds,轮次字典值,2,天使轮,1
GO_r_rounds,轮次字典值,3,Pre-A轮,2
GO_r_rounds,轮次字典值,4,A轮,3
GO_r_rounds,轮次字典值,5,A+轮,4
GO_r_rounds,轮次字典值,6,Pre-B轮,5
GO_r_rounds,轮次字典值,7,B轮,6
GO_r_rounds,轮次字典值,8,B+轮,7
GO_r_rounds,轮次字典值,9,Pre-C轮,8
GO_r_rounds,轮次字典值,10,C轮,9
GO_r_rounds,轮次字典值,11,C+轮,10
GO_r_rounds,轮次字典值,12,D轮,11
GO_r_rounds,轮次字典值,13,E轮,12
GO_r_rounds,轮次字典值,14,F轮,13
GO_r_rounds,轮次字典值,15,G轮,14
GO_r_rounds,轮次字典值,16,H轮,15
GO_r_rounds,轮次字典值,17,I轮,16
GO_r_rounds,轮次字典值,18,J轮,17
GO_r_rounds,轮次字典值,19,K轮,18
GO_r_rounds,轮次字典值,20,战略投资,19
GO_r_rounds,轮次字典值,24,Pre-IPO,20
GO_r_rounds,轮次字典值,27,并购,22
GO_r_rounds,轮次字典值,29,未融资,23
GO_r_rounds,轮次字典值,30,未知轮次,24
GO_r_rounds,轮次字典值,31,无需融资,25
GO_r_rounds,轮次字典值,32,已退市,26
GO_r_ref_industry,一级行业标签名称,435fb0d2643ef68f2a604723648593c7,教育,0
GO_r_ref_industry,亿欧一级行业标签名称,435fb0d2643ef68f2a604723648593c7,教育,0
GO_r_ref_industry,一级行业标签名称,f1b63cbaaf6787045773ccd594e2ef1c,人工智能,1
GO_r_ref_industry,亿欧一级行业标签名称,f1b63cbaaf6787045773ccd594e2ef1c,人工智能,1
GO_r_ref_industry,一级行业标签名称,819cfa9c9fb7eba41d7a920f1d559301,汽车出行,2
GO_r_ref_industry,亿欧一级行业标签名称,819cfa9c9fb7eba41d7a920f1d559301,汽车出行,2
GO_r_ref_industry,一级行业标签名称,f9182464a6118dc2427b4e8841be4e22,金融,3
GO_r_ref_industry,亿欧一级行业标签名称,f9182464a6118dc2427b4e8841be4e22,金融,3
GO_r_ref_industry,一级行业标签名称,203c1ae2338c6f81c5526e27aa2a62ad,企业服务,4
GO_r_ref_industry,亿欧一级行业标签名称,203c1ae2338c6f81c5526e27aa2a62ad,企业服务,4
GO_r_ref_industry,一级行业标签名称,56f5ebbfdc1ed5fe1e8b695b45d0e24c,社交,5
GO_r_ref_industry,亿欧一级行业标签名称,56f5ebbfdc1ed5fe1e8b695b45d0e24c,社交,5
GO_r_ref_industry,一级行业标签名称,b0146d62a6ae6a78c1a872b6b8ac1449,材料,6
GO_r_ref_industry,亿欧一级行业标签名称,b0146d62a6ae6a78c1a872b6b8ac1449,材料,6
GO_r_ref_industry,一级行业标签名称,14c06bde5040184a7ffca029fda952cb,节能环保,7
GO_r_ref_industry,亿欧一级行业标签名称,14c06bde5040184a7ffca029fda952cb,节能环保,7
GO_r_ref_industry,一级行业标签名称,47910e22a214e4523d710dc05fe1f5c7,农业,8
GO_r_ref_industry,亿欧一级行业标签名称,47910e22a214e4523d710dc05fe1f5c7,农业,8
GO_r_ref_industry,一级行业标签名称,566e8c496fb7be06f11738d2b1a55aa4,旅游,9
GO_r_ref_industry,亿欧一级行业标签名称,566e8c496fb7be06f11738d2b1a55aa4,旅游,9
GO_r_ref_industry,一级行业标签名称,83060dc624e51eee66ac8fe68180e833,硬件,10
GO_r_ref_industry,亿欧一级行业标签名称,83060dc624e51eee66ac8fe68180e833,硬件,10
GO_r_ref_industry,一级行业标签名称,982c12746072559080601730a392e9e6,文娱传媒,11
GO_r_ref_industry,亿欧一级行业标签名称,982c12746072559080601730a392e9e6,文娱传媒,11
GO_r_ref_industry,一级行业标签名称,47c2222f8235f3a35ff13ac59d88d03a,物流,12
GO_r_ref_industry,亿欧一级行业标签名称,47c2222f8235f3a35ff13ac59d88d03a,物流,12
GO_r_ref_industry,一级行业标签名称,84c9f013a1c155ad001e598ae551a517,消费生活,13
GO_r_ref_industry,亿欧一级行业标签名称,84c9f013a1c155ad001e598ae551a517,消费生活,13
GO_r_ref_industry,一级行业标签名称,3aaac8ea682a1d751f7b3c63d4afd877,医疗健康,14
GO_r_ref_industry,亿欧一级行业标签名称,3aaac8ea682a1d751f7b3c63d4afd877,医疗健康,14
GO_r_ref_industry,一级行业标签名称,6a96b9cd661d866aba8869da599cbced,房产建筑,15
GO_r_ref_industry,亿欧一级行业标签名称,6a96b9cd661d866aba8869da599cbced,房产建筑,15
GO_r_ref_industry,一级行业标签名称,8269376044ecbb14445875d957a50f33,电商零售,16
GO_r_ref_industry,亿欧一级行业标签名称,8269376044ecbb14445875d957a50f33,电商零售,16
GO_r_ref_industry,一级行业标签名称,e501767c460f143ef7e2727b7e42e91b,软件工具,17
GO_r_ref_industry,亿欧一级行业标签名称,e501767c460f143ef7e2727b7e42e91b,软件工具,17
GO_r_ref_industry,一级行业标签名称,edcf502d5f6580d5386d4c7bf063b2d2,生产制造,18
GO_r_ref_industry,亿欧一级行业标签名称,edcf502d5f6580d5386d4c7bf063b2d2,生产制造,18
GO_r_ref_industry,一级行业标签名称,f51efc568d96899c6f6c0253d56c983e,能源矿产,19
GO_r_ref_industry,亿欧一级行业标签名称,f51efc568d96899c6f6c0253d56c983e,能源矿产,19
GO_r_ref_industry,一级行业标签名称,c02ecfbf73f9c2196ffee06452651410,公共事业,20
GO_r_ref_industry,亿欧一级行业标签名称,c02ecfbf73f9c2196ffee06452651410,公共事业,20
GO_r_ref_industry,一级行业标签名称,2bbeda895f41811785ae0375754b3a05,新兴技术及应用,21
GO_r_ref_industry,亿欧一级行业标签名称,2bbeda895f41811785ae0375754b3a05,新兴技术及应用,21
GO_r_ref_industry,一级行业标签名称,6b73350819c7962a9b9ab76268cc7bbd,半导体,22
GO_r_ref_industry,亿欧一级行业标签名称,6b73350819c7962a9b9ab76268cc7bbd,半导体,22
GO_r_ref_industry,一级行业标签名称,1570f4f21567d4c8a1378273c1a7ef67,航空航天,23
GO_r_ref_industry,亿欧一级行业标签名称,1570f4f21567d4c8a1378273c1a7ef67,航空航天,23
GO_r_ref_industry,一级行业标签名称,f6b73f06dba040758ae66da94920b898,体育健身,24
GO_r_ref_industry,亿欧一级行业标签名称,f6b73f06dba040758ae66da94920b898,体育健身,24
GO_r_ref_industry,一级行业标签名称,52af4f27c552d27c67726882c143d453,出海全球化,25
GO_r_ref_industry,亿欧一级行业标签名称,52af4f27c552d27c67726882c143d453,出海全球化,25
GO_r_ref_currency,币种字典表,2,美元,2
GO_r_ref_currency,币种字典表,3,港元,3
GO_r_ref_currency,币种字典表,4,欧元,4
GO_r_ref_currency,币种字典表,5,日元,5
GO_r_ref_currency,币种字典表,6,英镑,6
GO_r_ref_currency,币种字典表,7,新加坡元,7
GO_r_ref_currency,币种字典表,8,加元,8
GO_r_ref_currency,币种字典表,9,卢比,9
GO_r_ref_currency,币种字典表,10,澳门元,10
GO_r_ref_currency,币种字典表,12,澳大利亚元,11
GO_r_ref_currency,币种字典表,13,瑞士法郎,12
GO_r_ref_currency,币种字典表,14,新西兰元,13
GO_r_ref_currency,币种字典表,15,韩元,14
GO_r_ref_currency,币种字典表,16,泰铢,15
GO_r_ref_currency,币种字典表,17,斐济元,16
GO_r_ref_currency,币种字典表,18,墨西哥比索,17
GO_r_ref_currency,币种字典表,19,圣多美和普林西比多布拉,18
GO_r_ref_currency,币种字典表,20,拉脱维亚拉特,19
GO_r_ref_currency,币种字典表,21,塞舌尔卢比,20
GO_r_ref_currency,币种字典表,22,刚果民主共和国刚果法郎,21
GO_r_ref_currency,币种字典表,23,巴巴多斯元,22
GO_r_ref_currency,币种字典表,24,伦皮拉,23
GO_r_ref_currency,币种字典表,25,乌干达先令,24
GO_r_ref_currency,币种字典表,26,墨西哥Unidad de Inversion (UDI)(资金)(基金),25
GO_r_ref_currency,币种字典表,27,南非兰特,26
GO_r_ref_currency,币种字典表,28,古巴可兑换比索,27
GO_r_ref_currency,币种字典表,29,巴哈马元,28
GO_r_ref_currency,币种字典表,30,新苏丹镑,29
GO_r_ref_currency,币种字典表,31,伊拉克第纳尔,30
GO_r_ref_currency,币种字典表,32,古巴比索,31
GO_r_ref_currency,币种字典表,33,法拉西,32
GO_r_ref_currency,币种字典表,34,特别提款权,33
GO_r_ref_currency,币种字典表,35,台湾元,34
GO_r_ref_currency,币种字典表,36,塞尔维亚第纳尔,35
GO_r_ref_currency,币种字典表,37,扎伊尔,36
GO_r_ref_currency,币种字典表,38,乌拉圭比索指数,37
GO_r_ref_currency,币种字典表,39,马来西亚林吉特,38
GO_r_ref_currency,币种字典表,40,福克兰镑,39
GO_r_ref_currency,币种字典表,41,非共体法郎,40
GO_r_ref_currency,币种字典表,42,乌拉圭比索,41
GO_r_ref_currency,币种字典表,43,佛得角埃斯库多,42
GO_r_ref_currency,币种字典表,44,阿曼里亚尔,43
GO_r_ref_currency,币种字典表,45,肯尼亚先令,44
GO_r_ref_currency,币种字典表,46,瑞典克朗,45
GO_r_ref_currency,币种字典表,47,不丹努尔特鲁姆,46
GO_r_ref_currency,币种字典表,48,几内亚法郎,47
GO_r_ref_currency,币种字典表,49,莫桑比克美提卡,48
GO_r_ref_currency,币种字典表,50,萨尔瓦多科朗,49
GO_r_ref_currency,币种字典表,51,阿根廷比索,50
GO_r_ref_currency,币种字典表,52,卡塔尔里亚尔,51
GO_r_ref_currency,币种字典表,53,伊朗里亚尔,52
GO_r_ref_currency,币种字典表,54,荷兰盾,53
GO_r_ref_currency,币种字典表,55,几内亚西里,54
GO_r_ref_currency,币种字典表,56,钯,55
GO_r_ref_currency,币种字典表,57,乌兹别克斯坦苏姆,56
GO_r_ref_currency,币种字典表,58,太平洋法郎(CFP法郎),57
GO_r_ref_currency,币种字典表,59,塔卡,58
GO_r_ref_currency,币种字典表,61,利比亚第纳尔,59
GO_r_ref_currency,币种字典表,62,科威特第纳尔,60
GO_r_ref_currency,币种字典表,63,铂,61
GO_r_ref_currency,币种字典表,64,俄罗斯卢布,62
GO_r_ref_currency,币种字典表,65,冰岛克朗,63
GO_r_ref_currency,币种字典表,66,比利时法郎,64
GO_r_ref_currency,币种字典表,67,马其顿第纳尔,65
GO_r_ref_currency,币种字典表,68,阿尔及利亚第纳尔,66
GO_r_ref_currency,币种字典表,69,巴拿马巴波亚,67
GO_r_ref_currency,币种字典表,70,吉尔吉斯斯坦索姆,68
GO_r_ref_currency,币种字典表,71,刚果中非共同体法郎,69
GO_r_ref_currency,币种字典表,72,银,70
GO_r_ref_currency,币种字典表,73,奥地利先令,71
GO_r_ref_currency,币种字典表,75,克罗地亚库纳,72
GO_r_ref_currency,币种字典表,76,意大利里拉,73
GO_r_ref_currency,币种字典表,77,瑞士经济圈合作社欧元,74
GO_r_ref_currency,币种字典表,78,吉布提法郎,75
GO_r_ref_currency,币种字典表,79,坦桑尼亚先令,76
GO_r_ref_currency,币种字典表,80,越南盾,77
GO_r_ref_currency,币种字典表,81,金,78
GO_r_ref_currency,币种字典表,82,澳元,79
GO_r_ref_currency,币种字典表,83,瑞士经济圈合作社法郎,80
GO_r_ref_currency,币种字典表,84,瑞尔,81
GO_r_ref_currency,币种字典表,85,印度尼西亚卢比,82
GO_r_ref_currency,币种字典表,86,欧洲复合单位 (EURCO) / 欧洲混合单位(债券市场单位),83
GO_r_ref_currency,币种字典表,87,开曼群岛元,84
GO_r_ref_currency,币种字典表,88,9号帐户的欧洲单位(债券市场单位),85
GO_r_ref_currency,币种字典表,89,也门第纳尔,86
GO_r_ref_currency,币种字典表,90,欧洲货币联盟(E.M.U.-6)(债券市场单位),87
GO_r_ref_currency,币种字典表,91,博茨瓦纳普拉,88
GO_r_ref_currency,币种字典表,92,赤道几内亚埃奎勒,89
GO_r_ref_currency,币种字典表,93,圣赫勒拿群岛磅,90
GO_r_ref_currency,币种字典表,94,塞浦路斯镑,91
GO_r_ref_currency,币种字典表,95,17号帐户的欧洲单位(债券市场单位),92
GO_r_ref_currency,币种字典表,96,塔吉克斯坦索莫尼,93
GO_r_ref_currency,币种字典表,97,阿联酋迪拉姆,94
GO_r_ref_currency,币种字典表,98,卢旺达法郎,95
GO_r_ref_currency,币种字典表,99,丹麦克朗,96
GO_r_ref_currency,币种字典表,100,保加利亚列弗,97
GO_r_ref_currency,币种字典表,101,南斯拉夫新第纳尔,98
GO_r_ref_currency,币种字典表,102,缅甸缅元,99
GO_r_ref_currency,币种字典表,103,挪威克朗,100
GO_r_ref_currency,币种字典表,104,叙利亚镑,101
GO_r_ref_currency,币种字典表,105,津巴布韦元,102
GO_r_ref_currency,币种字典表,106,斯里兰卡卢比,103
GO_r_ref_currency,币种字典表,107,捷克克朗,104
GO_r_ref_currency,币种字典表,108,爱尔兰镑,105
GO_r_ref_currency,币种字典表,109,希腊德拉马克,106
GO_r_ref_currency,币种字典表,110,东加勒比元,107
GO_r_ref_currency,币种字典表,111,古德,108
GO_r_ref_currency,币种字典表,112,苏克雷,109
GO_r_ref_currency,币种字典表,113,巴林第纳尔,110
GO_r_ref_currency,币种字典表,114,葡萄牙埃斯库多,111
GO_r_ref_currency,币种字典表,115,哈萨克斯坦坚戈,112
GO_r_ref_currency,币种字典表,116,斯威士兰里兰吉尼,113
GO_r_ref_currency,币种字典表,117,也门里亚尔,114
GO_r_ref_currency,币种字典表,118,阿富汗尼,115
GO_r_ref_currency,币种字典表,119,阿鲁巴岛弗罗林,116
GO_r_ref_currency,币种字典表,120,尼泊尔卢比,117
GO_r_ref_currency,币种字典表,121,蒙古图格里克,118
GO_r_ref_currency,币种字典表,122,匈牙利福林,119
GO_r_ref_currency,币种字典表,123,白俄罗斯卢布,120
GO_r_ref_currency,币种字典表,124,布隆迪法郎,121
GO_r_ref_currency,币种字典表,125,亚洲开发银行的账户单位,122
GO_r_ref_currency,币种字典表,126,IMF特别提款权货币,123
GO_r_ref_currency,币种字典表,127,伯利兹元,124
GO_r_ref_currency,币种字典表,128,纳米比亚元,125
GO_r_ref_currency,币种字典表,129,秘鲁索尔,126
GO_r_ref_currency,币种字典表,130,萨摩亚塔拉,127
GO_r_ref_currency,币种字典表,131,土库曼斯坦马纳特,128
GO_r_ref_currency,币种字典表,132,其他外币,129
GO_r_ref_currency,币种字典表,133,格查尔,130
GO_r_ref_currency,币种字典表,134,智利比索,131
GO_r_ref_currency,币种字典表,135,突尼斯第纳尔,132
GO_r_ref_currency,币种字典表,136,塞拉利昂利昂,133
GO_r_ref_currency,币种字典表,137,多米尼加比索,134
GO_r_ref_currency,币种字典表,138,科摩罗法郎,135
GO_r_ref_currency,币种字典表,139,格鲁吉亚拉里,136
GO_r_ref_currency,币种字典表,140,摩洛哥迪拉姆,137
GO_r_ref_currency,币种字典表,141,汤加潘加,138
GO_r_ref_currency,币种字典表,142,阿塞拜疆马纳特,139
GO_r_ref_currency,币种字典表,143,巴布亚新几内亚基那,140
GO_r_ref_currency,币种字典表,144,乌克兰格里夫那,141
GO_r_ref_currency,币种字典表,145,厄立特里亚纳克法,142
GO_r_ref_currency,币种字典表,146,乌吉亚,143
GO_r_ref_currency,币种字典表,147,百慕大元,144
GO_r_ref_currency,币种字典表,148,菲律宾比索,145
GO_r_ref_currency,币种字典表,149,没有货币的交换,146
GO_r_ref_currency,币种字典表,150,巴拉圭瓜拉尼,147
GO_r_ref_currency,币种字典表,151,牙买加元,148
GO_r_ref_currency,币种字典表,152,几内亚比索,149
GO_r_ref_currency,币种字典表,153,西班牙比塞塔,150
GO_r_ref_currency,币种字典表,154,哥伦比亚比索,151
GO_r_ref_currency,币种字典表,155,哥伦比亚unidad de valor real,152
GO_r_ref_currency,币种字典表,156,美元(次日)(资金)(第二天)(基金),153
GO_r_ref_currency,币种字典表,157,埃塞俄比亚比尔,154
GO_r_ref_currency,币种字典表,158,委内瑞拉博利瓦,155
GO_r_ref_currency,币种字典表,159,美元(当日)(资金)(同一天)(基金),156
GO_r_ref_currency,币种字典表,160,索马里先令,157
GO_r_ref_currency,币种字典表,161,瓦努阿图瓦图,158
GO_r_ref_currency,币种字典表,162,老挝基普,159
GO_r_ref_currency,币种字典表,163,文莱元,160
GO_r_ref_currency,币种字典表,164,利比里亚元,161
GO_r_ref_currency,币种字典表,165,阿尔巴尼亚列克,162
GO_r_ref_currency,币种字典表,166,赞比亚克瓦查,163
GO_r_ref_currency,币种字典表,167,马耳他镑,164
GO_r_ref_currency,币种字典表,168,以色列谢客尔,165
GO_r_ref_currency,币种字典表,169,加纳塞地,166
GO_r_ref_currency,币种字典表,170,圭亚那元,167
GO_r_ref_currency,币种字典表,171,朝鲜元,168
GO_r_ref_currency,币种字典表,172,玻利维亚诺,169
GO_r_ref_currency,币种字典表,173,摩尔多瓦列伊,170
GO_r_ref_currency,币种字典表,174,亚美尼亚德拉姆,171
GO_r_ref_currency,币种字典表,175,土耳其里拉,172
GO_r_ref_currency,币种字典表,176,黎巴嫩镑,173
GO_r_ref_currency,币种字典表,177,约旦第纳尔,174
GO_r_ref_currency,币种字典表,178,莱索托马洛蒂,175
GO_r_ref_currency,币种字典表,179,玻利维亚mvdol,176
GO_r_ref_currency,币种字典表,180,毛里求斯卢比,177
GO_r_ref_currency,币种字典表,181,直布罗陀镑,178
GO_r_ref_currency,币种字典表,182,罗马尼亚列伊,179
GO_r_ref_currency,币种字典表,183,尼日利亚奈拉,180
GO_r_ref_currency,币种字典表,184,哥斯达黎加科朗,181
GO_r_ref_currency,币种字典表,185,巴基斯坦卢比,182
GO_r_ref_currency,币种字典表,186,荷属安的列斯盾,183
GO_r_ref_currency,币种字典表,187,苏里南元,184
GO_r_ref_currency,币种字典表,188,立陶宛立特,185
GO_r_ref_currency,币种字典表,189,沙特里亚尔,186
GO_r_ref_currency,币种字典表,190,特立尼达多巴哥元,187
GO_r_ref_currency,币种字典表,191,马尔代夫卢非亚,188
GO_r_ref_currency,币种字典表,193,安哥拉宽扎,189
GO_r_ref_currency,币种字典表,194,所罗门元,190
GO_r_ref_currency,币种字典表,195,卢森堡法郎,191
GO_r_ref_currency,币种字典表,196,波兰兹罗提,192
GO_r_ref_currency,币种字典表,197,马拉维克瓦查,193
GO_r_ref_currency,币种字典表,198,马达加斯加阿里亚里,194
GO_r_ref_currency,币种字典表,199,芬兰马克,195
GO_r_ref_currency,币种字典表,200,德国马克,196
GO_r_ref_currency,币种字典表,201,波黑马克,197
GO_r_ref_currency,币种字典表,202,埃及镑,198
GO_r_ref_currency,币种字典表,203,南苏丹镑,199
GO_r_ref_currency,币种字典表,204,尼加拉瓜科多巴,200
GO_r_ref_currency,币种字典表,206,巴西雷亚尔,201
GO_r_ref_currency,币种字典表,1,人民币,1
GO_org_nature,投资机构性质字典值,GOI_lec6jwjnut,市场化,0
GO_org_nature,投资机构性质字典值,GOI_b9byeyc81s,产业CVC,1
GO_org_nature,投资机构性质字典值,GOI_l5g3wn0718,央企CVC,2
GO_org_nature,投资机构性质字典值,GOI_qdnae3iu4p,省属国资,3
GO_org_nature,投资机构性质字典值,GOI_uqfw9xskxe,市属国资,4
GO_org_nature,投资机构性质字典值,GOI_x85uqjdanr,区属国资,5
GO_org_nature,投资机构性质字典值,GOI_yv2itkdqtw,券商系,6
GO_org_nature,投资机构性质字典值,GOI_aldsu83v8z,央企,7
GO_org_nature,投资机构性质字典值,GOI_rcq3y57ovl,国企,8
GO_invest_method,机构投资方式字典值,GOI_tc8nhfdxm5,自有资金投资,0
GO_invest_method,机构投资方式字典值,GOI_q4eifrpwkg,母基金投资,1
GO_invest_method,机构投资方式字典值,GOI_ycrvwapezy,子基金投资,2
GO_invest_method,机构投资方式字典值,GOI_iqmavc3hs1,领投,3
GO_invest_method,机构投资方式字典值,GOI_e2gfsqndiw,跟投,4
GO_invest_method,机构投资方式字典值,GOI_avmxlz0m34,联合投资,5
GO_fund_type,基金类型字典值,GOI_woqh7fby2w,与安徽省市区合作设立的母基金,0
